home_no,host_name,host_age,host_phone,host_gender,guardian_name,guardian_phone,relation,host_register_no,host_account_no,host_bank,rent,lat,lng,introduce,host_personality_no,home_option_no,si,sgg,emd,ro,detail,register_member_role
1028,양영환,77,01000523970,M,고수진,01022611813,자녀,030625-1281642,023-438389784707,케이,28,37.467829,126.938683,저렴한 원룸,1028,1028,서울,관악구,empty,신림로11길 60,empty,UNAUTHORIZED_MEMBER
1029,김지훈,77,01065654269,M,우현숙,01082150013,자녀,460316-1608384,008-831791977677,SC제일,24,37.465708,126.939449,깔끔하고 큰방입니다00서둘러 들어가세욧,1029,1029,서울,관악구,empty,신림로11길 115,empty,USER
1030,강주원,93,01021276247,M,윤서윤,01093939283,자녀,690102-1719874,090-342399660265,카카오,30,37.465104,126.936149,사진有  주차가능한 가성비 최고 원룸,1030,1030,서울,관악구,empty,대학12길 54,empty,USER
1031,이영길,94,01031725343,M,박병철,01098131607,자녀,280012-2947813,006-777037148671,기업,29,37.465104,126.936149,사진有  주차가능한 가성비 최고 원룸,1031,1031,서울,관악구,empty,대학12길 54,empty,UNAUTHORIZED_MEMBER
1032,김지민,77,01008055674,F,이미경,01053922616,자녀,120225-2385191,004-114562891385,하나,25,37.46498,126.935621,00깔끔하고 넓직한 분리형 풀옵션 00,1032,1032,서울,관악구,신림동,empty,empty,USER
1033,서승현,96,01079162478,M,김미영,01095860217,자녀,210610-2455246,004-804445852132,하나,30,37.465104,126.936149,사진有  주차가능한 가성비 최고 원룸,1033,1033,서울,관악구,empty,대학12길 54,empty,UNAUTHORIZED_MEMBER
1034,송도현,85,01027567279,M,김영순,01009852390,자녀,410416-1006403,023-201107408148,케이,38,37.466111,126.937896,화이트톤 깔끔하고 큰방 화장실도 엄청커요,1034,1034,서울,관악구,empty,대학21길 3,empty,USER
1035,김혜진,71,01031952120,F,김예지,01020967239,자녀,910116-1059066,007-060146338218,씨티,25,37.46498,126.935621,"분리형최저가,지정주차가능",1035,1035,서울,관악구,신림동,empty,empty,USER
1036,임은서,89,01023382907,F,이지은,01054951919,자녀,650712-1780303,007-564343686577,씨티,38,37.468344,126.933618,신림선 역세권 조용한 주택가 풀옵션,1036,1036,서울,관악구,empty,호암로20길 23,empty,USER
1037,박주원,70,01097806056,M,김성민,01097684004,자녀,130504-1944168,018-054863775170,수협,29,37.468413,126.934996,원룸100299 허위매물이 아닌 이유. 나만 가지고 있는 방,1037,1037,서울,관악구,empty,신림로21길 46,empty,USER
1038,박예은,81,01068602741,F,김영식,01070505645,자녀,360410-2023131,016-524454937484,전북,34,37.468413,126.934996,옥탑 보증금과 월세 역세권 풀옵션 아무도 못 이긴다.,1038,1038,서울,관악구,empty,신림로21길 46,empty,UNAUTHORIZED_MEMBER
1039,이현준,84,01057223427,M,박성현,01085879767,자녀,470508-1084213,015-008775477659,대구,35,37.4683,126.933788,신림동 고시촌 위치 좋고 깨끗하며 조용하고 쾌적한 예쁜 꽃집 원룸,1039,1039,서울,관악구,empty,호암로24가길 36,empty,USER
1040,박건우,86,01015713615,M,양경희,01024924848,자녀,610325-1796592,016-640200382752,전북,36,37.468198,126.938326,녹두거리. 보증금 조절 가능,1040,1040,서울,관악구,empty,신림로11길 54,empty,UNAUTHORIZED_MEMBER
1041,손영호,84,01096716553,M,김옥자,01002963619,자녀,820721-2517765,004-512081103392,하나,30,37.468389,126.935852,슬기로운컨디션최상급.큰방.갓성비.학원가인접.조용한주택가.깔끔한집,1041,1041,서울,관악구,empty,호암로22길 56,empty,UNAUTHORIZED_MEMBER
1042,백서준,66,01064203301,M,김경숙,01060484482,자녀,520706-2989102,005-819795331435,농협,36,37.468012,126.938316,가스 요금 X. 난방 개별 조절 가능,1042,1042,서울,관악구,empty,신림로11길 54,empty,USER
1043,이옥순,81,01051446396,F,민정호,01009631987,자녀,200027-1263863,016-560841872551,전북,39,37.46864,126.938107,법 학원 인근. 치안 센터 인근. 녹두거리,1043,1043,서울,관악구,empty,대학7길 9,empty,UNAUTHORIZED_MEMBER
1044,이영수,83,01045038848,M,송민준,01090363463,자녀,340516-2561418,015-443739859117,대구,18,37.464713,126.936126,이쁜방 풀옵션 저렴한 원룸,1044,1044,서울,관악구,empty,대학14길 77,empty,USER
1045,이건우,94,01005247329,M,지서윤,01025811619,자녀,030413-2295151,013-205516019533,부산,38,37.468344,126.933618,슬기로운윌비스.하우패스.채광맛집.깔끔분리형.인프라좋은.치안좋은,1045,1045,서울,관악구,empty,호암로20길 23,empty,USER
1046,이진우,96,01075113961,M,박정식,01030025487,자녀,980504-1885365,007-967877259029,씨티,30,37.468423,126.932516,윌비스.하우패스.대로위치.치안안전.엘베o.서벤타역5분.,1046,1046,서울,관악구,empty,호암로 572,empty,UNAUTHORIZED_MEMBER
1047,강진우,84,01076136902,M,이지훈,01032719170,자녀,820902-1078328,090-206801900028,카카오,38,37.466462,126.93598,"저 보증금, 저 월세가성비 5진다잉",1047,1047,서울,관악구,empty,대학14길 35,empty,UNAUTHORIZED_MEMBER
1048,최민서,98,01033546946,F,오시우,01063207477,자녀,080310-2814107,015-433568537633,대구,18,37.466713,126.937948,"저 보증금, 저 월세가성비 매물을 찾는다면 판다5",1048,1048,서울,관악구,empty,대학7가길 40,empty,USER
1049,김지훈,65,01010500828,M,윤예진,01089786034,자녀,350401-2653530,016-097392227360,전북,30,37.468399,126.933829,원룸이만한 원룸은 없다 5분 지하철역 30초 편의점,1049,1049,서울,관악구,empty,호암로24가길 32,empty,USER
1050,김정호,79,01090321359,M,이채원,01059351043,자녀,830015-2207777,011-710387235423,산업,33,37.467664,126.933466,원룸 고시생을 위한 완벽한 방 5분 지하철 1분 편의점 1분 정류장,1050,1050,서울,관악구,empty,호암로20길 25,empty,USER
1051,김정웅,86,01095787870,M,최현지,01053042951,자녀,500910-1042884,018-128865813072,수협,38,37.467914,126.933193,원룸역세권과 조용함을 갖춘 방 5분 지하철 30초 편의점 30초 정류장,1051,1051,서울,관악구,empty,호암로22가길 25,empty,UNAUTHORIZED_MEMBER
1052,박미정,96,01052166502,F,김미숙,01020105572,자녀,920405-1470766,006-653305039085,기업,30,37.468536,126.936163,최강가성비분리형원룸엘리베이터언덕x녹두거리번화가꿀매물재등장,1052,1052,서울,관악구,empty,호암로22길 60,empty,USER
1053,이시우,68,01041164131,M,강영미,01095729212,자녀,830007-1717100,002-413553260472,우리,36,37.468251,126.940276,empty,1053,1053,서울,관악구,empty,대학7길 42,empty,UNAUTHORIZED_MEMBER
1054,박동현,86,01079327878,M,엄현지,01046671142,자녀,700615-1876744,012-148265374600,토스,37,37.466039,126.936734,투룸방2개모두큰집가격 그 자체로 타협 가능,1054,1054,서울,관악구,empty,대학12길 32,empty,UNAUTHORIZED_MEMBER
1055,김승민,100,01057848916,M,이수빈,01003210502,자녀,190528-2695060,014-655372101684,경남,25,37.465866,126.936653,empty,1055,1055,서울,관악구,empty,대학12길 36,empty,UNAUTHORIZED_MEMBER
1056,윤은지,97,01073184897,F,오성현,01085776584,자녀,810920-2324986,018-966109521524,수협,40,37.46479,126.939758,empty,1056,1056,서울,관악구,empty,신림로11길 134,empty,UNAUTHORIZED_MEMBER
1057,송숙자,100,01022012637,F,김서영,01053235693,자녀,500629-2222769,018-097509826851,수협,38,37.468344,126.933618,서벤역 직장인 인기많은 풀옵션 가성비 분리형 원룸,1057,1057,서울,관악구,empty,호암로20길 23,empty,USER
1058,곽하윤,99,01087347709,F,김수민,01092157613,자녀,850519-2634321,009-498652183787,우체국,39,37.464393,126.936625,컨디션 최강 신축 분리형 원룸,1058,1058,서울,관악구,empty,대학18길 36,empty,UNAUTHORIZED_MEMBER
1059,김준영,88,01063351654,M,송지우,01025148495,자녀,420800-2402497,014-038356964460,경남,32,37.468389,126.935852,empty,1059,1059,서울,관악구,empty,호암로22길 56,empty,USER
1060,이영환,84,01074183505,M,이광수,01065392398,자녀,170026-1255165,001-081290932901,국민,25,37.465234,126.935693,empty,1060,1060,서울,관악구,empty,대학14길 65,empty,UNAUTHORIZED_MEMBER
1061,이민수,92,01097714243,M,안현우,01015793312,자녀,260723-2890395,013-353403510939,부산,26,37.465015,126.936386,관리 잘되는 풀옵션 저렴한원룸,1061,1061,서울,관악구,empty,대학12길 53,empty,UNAUTHORIZED_MEMBER
1062,성광수,96,01068515968,M,박민준,01024039313,자녀,810128-1059421,009-654126492529,우체국,29,37.465104,126.936149,empty,1062,1062,서울,관악구,empty,대학12길 54,empty,USER
1063,엄지은,68,01067885369,F,권영숙,01050390518,자녀,350824-2396310,018-897527376633,수협,28,37.464878,126.939433,화이트톤 깔끔한 풀옵션 원룸입니다,1063,1063,서울,관악구,empty,신림로11길 124,empty,USER
1064,박영자,78,01091256439,F,이수진,01085191979,자녀,520215-1182763,013-846676069535,부산,31,37.467069,126.939356,관리 잘되는 엘베있는 풀옵션 좋은방,1064,1064,서울,관악구,empty,신림로11길 73,empty,UNAUTHORIZED_MEMBER
1065,이영순,85,01009643464,F,이정식,01053194620,자녀,660903-1756555,020-337031650524,제주,28,37.467829,126.938683,"대학동 분리형 관리비포함 100,38이면 훌륭하죠",1065,1065,서울,관악구,empty,신림로11길 60,empty,USER
1066,장예준,77,01003965696,M,김미경,01014030415,자녀,840228-2615204,012-545638267652,토스,32,37.468517,126.93901,채광좋은 남향 깔끔한 풀옵션 분리형 원룸,1066,1066,서울,관악구,empty,대학7길 23,empty,USER
1067,이서준,85,01062252312,M,김재현,01072322397,자녀,330400-2160918,004-587709338078,하나,27,37.466462,126.93598,empty,1067,1067,서울,관악구,empty,대학14길 35,empty,UNAUTHORIZED_MEMBER
1068,김동현,80,01041736762,M,이도현,01012134674,자녀,010428-2886319,016-674409572805,전북,25,37.465866,126.935857,최저보증월세넓은원룸채광좋은양창구조지상층풀옵션추천매물,1068,1068,서울,관악구,empty,신림로17길 112,empty,USER
1069,이수진,88,01026188039,F,남건우,01030346405,자녀,190219-1875477,017-289733553799,광주,25,37.465866,126.935857,대학동 관리비 포함 월세30 원룸,1069,1069,서울,관악구,empty,신림로17길 112,empty,UNAUTHORIZED_MEMBER
1070,송병철,70,01061024410,M,서시우,01077801388,자녀,580823-1981881,015-182613616921,대구,36,37.465647,126.936381,내부 깔끔한 넓고 큰 1.5룸 컨디션 좋은 풀옵션 방,1070,1070,서울,관악구,empty,대학12길 40,empty,USER
1071,최순옥,82,01057317316,F,박명자,01027060222,자녀,000820-2776023,007-990509371478,씨티,36,37.468503,126.935412,치안 센터 인근. 옥탑. 좋은 채광,1071,1071,서울,관악구,empty,신림로19길 46,empty,USER
1072,김현주,88,01086775572,F,심하은,01004719308,자녀,560420-2575839,012-246531887042,토스,26,37.467537,126.938017,슬기로운리모델링.갓성비.채광맛집.깔끔한집.조용한주택가,1072,1072,서울,관악구,empty,대학7가길 22,empty,UNAUTHORIZED_MEMBER
1073,배미숙,72,01006881382,F,박서준,01038670688,자녀,830815-1195509,003-901734731133,신한,25,37.468252,126.938017,"위치 좋고,컨디션 좋은 리모델링 원룸",1073,1073,서울,관악구,empty,대학7가길 6,empty,UNAUTHORIZED_MEMBER
1074,홍성훈,68,01029190419,M,주성현,01052399340,자녀,490602-1136112,016-946554453719,전북,23,37.465653,126.935091,가성비 끝판왕 풀옵션원룸,1074,1074,서울,관악구,empty,대학14길 64,empty,UNAUTHORIZED_MEMBER
1075,김서윤,90,01023011436,F,최도현,01095133345,자녀,440003-2002931,023-716512687612,케이,31,37.465252,126.939148,깔끔하고 관리 잘되는 풀옵션 원룸 화장실이 커요,1075,1075,서울,관악구,empty,신림로11길 120,empty,USER
1076,오성민,78,01060051568,M,문숙자,01007426196,자녀,670702-1033709,017-829908700946,광주,12,37.464953,126.939388,싼방 찾으시는 분들 빨리 오세요,1076,1076,서울,관악구,empty,신림로11길 124,empty,USER
1077,김정식,90,01004693525,M,이영철,01014940437,자녀,370329-1063534,015-609044057488,대구,22,37.468075,126.936417,위치 좋은원룸00공과금 올포함00관리비 외 추가되는금액 없음00,1077,1077,서울,관악구,empty,신림로17길 59,empty,UNAUTHORIZED_MEMBER
1078,김상현,70,01095086181,M,김하은,01008354263,자녀,290929-2448467,017-913091405980,광주,29,37.468534,126.938704,분리형인데 이렇게 저렴해요. 빨리 잡는사람이 임자,1078,1078,서울,관악구,empty,대학7길 17,empty,USER
1079,서현우,81,01042571865,M,오영호,01064049891,자녀,610002-2392114,003-054240489154,신한,31,37.468452,126.936926,분리형 신축급 컨디션이에요. 보증금 월세도 너무 저렴해요.,1079,1079,서울,관악구,empty,호암로22길 76,empty,USER
1080,정현숙,84,01027993103,F,박미숙,01012972223,자녀,360521-2062663,018-982908624387,수협,29,37.465104,126.936149,전기만별도 리모델링 화장실분리,1080,1080,서울,관악구,empty,대학12길 54,empty,UNAUTHORIZED_MEMBER
1081,차성훈,65,01043889546,M,강은주,01010880200,자녀,640103-2763199,002-107743770398,우리,29,37.468534,126.938704,분리형인데 이렇게 저렴해요. 빨리 잡는사람이 임자,1081,1081,서울,관악구,empty,대학7길 17,empty,USER
1082,윤예은,85,01001564980,F,최민서,01060819287,자녀,440202-1879535,009-671760378678,우체국,35,37.468046,126.937335,empty,1082,1082,서울,관악구,empty,대학길 58,empty,UNAUTHORIZED_MEMBER
1083,김미정,97,01012969840,F,최승민,01081301183,자녀,700409-1935896,006-028199692853,기업,35,37.467973,126.934143,올리모델링 첫입주 삼성드럼세탁기 화이트톤 깔끔하고 화장실 예쁜원룸,1083,1083,서울,관악구,empty,신림로23길 68,empty,UNAUTHORIZED_MEMBER
1084,김상현,84,01065021181,M,서영미,01033154447,자녀,040007-2747510,018-292087415066,수협,33,37.468469,126.936747,"박종철거리 대학동 메인거리 보증금 더 낮게도 가능, 가성비 꿀 원룸",1084,1084,서울,관악구,empty,호암로22길 72,empty,USER
1085,최경수,90,01080707848,M,하현주,01029684998,자녀,430417-1046696,018-712316775606,수협,37,37.467613,126.935188,empty,1085,1085,서울,관악구,empty,대학10길 41,empty,USER
1086,남은경,65,01082565627,F,송민준,01031683790,자녀,390007-2497746,014-535786704986,경남,30,37.466363,126.935178,empty,1086,1086,서울,관악구,empty,호암로20길 87,empty,USER
1087,최경숙,73,01071751865,F,권영희,01032639684,자녀,170623-1069035,005-792702590990,농협,29,37.465104,126.936149,분리형 원룸 가성비방 전기만 별도,1087,1087,서울,관악구,empty,대학12길 54,empty,USER
1088,김경수,79,01015857185,M,김영수,01003355626,자녀,380716-2815621,004-281976347782,하나,26,37.465347,126.940242,월세저렴한방 리모델링 완료 분리형 풀옵션 원룸,1088,1088,서울,관악구,empty,신림로11길 133,empty,UNAUTHORIZED_MEMBER
1089,김지훈,71,01083393911,M,유영자,01079261007,자녀,140516-1396470,008-562667922482,SC제일,33,37.465699,126.9368,최저보증월세지상층풀옵션리모델링완료채광좋고포근한추천방,1089,1089,서울,관악구,empty,대학12길 37,empty,UNAUTHORIZED_MEMBER
1090,장현숙,67,01017536951,F,이정식,01074157332,자녀,940628-1205367,023-124730400067,케이,40,37.468104,126.934336,역까지 도보 7분 깔끔한 컨디션 풀옵션 원룸,1090,1090,서울,관악구,empty,신림로23길 66,empty,USER
1091,안옥자,93,01008121150,F,나정희,01032619735,자녀,090124-2881928,020-070604288336,제주,38,37.466111,126.937896,empty,1091,1091,서울,관악구,empty,대학21길 3,empty,UNAUTHORIZED_MEMBER
1092,서지후,99,01012909075,M,우예진,01058268058,자녀,360004-2780675,023-825186176154,케이,34,37.465347,126.940242,리모델링 완료 분리형 풀옵션 원룸,1092,1092,서울,관악구,empty,신림로11길 133,empty,USER
1093,김영식,97,01038820722,M,장상현,01057046504,자녀,760309-1058462,017-198072370881,광주,18,37.468029,126.932839,고시텔 가성비옵션 공부잘되는방,1093,1093,서울,관악구,empty,호암로26가길 65,empty,UNAUTHORIZED_MEMBER
1094,김하은,78,01071111942,F,김상호,01041101519,자녀,580618-2879769,014-289545836629,경남,25,37.465301,126.937,최저보증월세채광좋은원룸저렴한지상층풀옵션원룸,1094,1094,서울,관악구,empty,대학16길 22,empty,UNAUTHORIZED_MEMBER
1095,김준영,74,01032742093,M,최지원,01092457280,자녀,040919-2580135,005-548026871625,농협,35,37.467362,126.939651,empty,1095,1095,서울,관악구,empty,신림로11길 73,empty,USER
1096,김주원,65,01047238876,M,김옥순,01058336991,자녀,050705-2612099,004-922357955213,하나,30,37.46512,126.935652,서원역 도보 10분거리내 위치해있는 원룸입니다,1096,1096,서울,관악구,empty,대학12길 68,empty,UNAUTHORIZED_MEMBER
1097,박현지,87,01027242559,F,박민석,01009500636,자녀,500710-1760157,017-720230231774,광주,28,37.465503,126.936852,대학동 초저렴 원룸입니다,1097,1097,서울,관악구,empty,대학12길 39,empty,UNAUTHORIZED_MEMBER
1098,김준호,72,01050394257,M,허서현,01077873106,자녀,220507-2580436,008-064908197674,SC제일,30,37.465215,126.936767,신림선 서울대벤처타운역 인근에 위치한 풀옵션의 깔끔한 원룸입니다.,1098,1098,서울,관악구,empty,대학12길 45,empty,UNAUTHORIZED_MEMBER
1099,임동현,66,01050529639,M,김영일,01083182931,자녀,790204-1425596,023-768929743637,케이,16,37.465503,126.936852,가성비 끝판왕 대학동세권,1099,1099,서울,관악구,empty,대학12길 39,empty,USER
1100,이민석,98,01046846616,M,차명숙,01017190613,자녀,020409-2094909,007-937891999116,씨티,35,37.466993,126.936794,녹두거리 저렴한 가성비 풀옵션 원룸,1100,1100,서울,관악구,empty,신림로17길 81,empty,USER
1101,윤춘자,77,01059435932,F,김지혜,01088901156,자녀,190706-1281990,090-905897429532,카카오,21,37.464713,126.936126,가성비 끝판왕 대학동세권,1101,1101,서울,관악구,empty,대학14길 77,empty,USER
1102,문민석,65,01063418509,M,김옥자,01000450306,자녀,890113-1534113,001-657048689820,국민,39,37.46685,126.935033,원룸아침부터 저녘까지 빛 들어오는 방 조용하고 풀옵션,1102,1102,서울,관악구,empty,호암로20길 58,empty,UNAUTHORIZED_MEMBER
1103,나정호,84,01084148371,M,정준영,01073594075,자녀,710209-1463853,011-653363073028,산업,39,37.468525,126.939425,"관악산역, 서울대 셔틀 인근, 분리형 풀옵션",1103,1103,서울,관악구,empty,대학7길 31,empty,UNAUTHORIZED_MEMBER
1104,이경희,80,01072389506,F,곽정숙,01083167552,자녀,910322-2550699,006-864113256432,기업,32,37.46867,126.940105,"서울대학교 인근, 가성비 최강, 채광 맛",1104,1104,서울,관악구,empty,대학7길 43,empty,USER
1105,서아름,72,01040414091,F,김영진,01037866302,자녀,320824-2003104,017-306926749097,광주,29,37.465104,126.936149,empty,1105,1105,서울,관악구,empty,대학12길 54,empty,USER
1106,송성현,71,01028836277,M,김동현,01063462953,자녀,100814-1032268,018-899763037511,수협,33,37.468534,126.938704,"공과금전부포함, 채광좋고,풀옵션,녹두거리",1106,1106,서울,관악구,empty,대학7길 17,empty,USER
1107,김지민,67,01069288971,F,최광수,01092144448,자녀,230524-2134333,018-547211285780,수협,31,37.468189,126.93861,"녹두거리, 풀옵션, 엘리베이터 o",1107,1107,서울,관악구,empty,신림로11길 54,empty,UNAUTHORIZED_MEMBER
1108,전민수,78,01055749257,M,홍현숙,01094597216,자녀,800004-2606034,020-312446435320,제주,35,37.468339,126.935341,zZ채광맛집 분리형원룸 대학동 서림동 가성비방 모여라Zz,1108,1108,서울,관악구,empty,신림로19길 46,empty,UNAUTHORIZED_MEMBER
1109,한지훈,89,01011161523,M,최상현,01072243675,자녀,850526-2850071,005-551111935446,농협,32,37.465866,126.935857,신림선 서울대벤처타운역 인근 풀옵션 넓은 원룸입니다,1109,1109,서울,관악구,empty,신림로17길 112,empty,UNAUTHORIZED_MEMBER
1110,박건우,70,01036186975,M,조은지,01035955010,자녀,160128-1572941,090-396766799930,카카오,39,37.468719,126.932914,원룸깔끔하고 조용한 공부하기 좋은 방 인근 7분 지하철 1분 편의점,1110,1110,서울,관악구,신림동,empty,empty,USER
1111,김재현,81,01042257635,M,김은서,01034325289,자녀,760306-1399586,009-107373291808,우체국,27,37.466386,126.937088,진짜 저렴한 큰원룸이에요. 직접보시고 결정하세요,1111,1111,서울,관악구,empty,대학12길 21,empty,USER
1112,김영진,70,01057862921,M,김지민,01059765916,자녀,970305-1413811,006-309476686437,기업,30,37.466661,126.934599,슬기로운갓성비.큰방.깔끔한집.조용한주택.주차가능.전기만별도,1112,1112,서울,관악구,empty,신림로21길 86,empty,UNAUTHORIZED_MEMBER
1113,이성민,95,01025537650,M,김중수,01016536375,자녀,070719-2865647,016-038596593436,전북,35,37.466386,126.937088,진짜 저렴한 분리형 큰원룸이에요. 직접보시고 결정하세요,1113,1113,서울,관악구,empty,대학12길 21,empty,USER
1114,정경자,95,01014456029,F,송지현,01048725879,자녀,270514-2128635,011-025662145191,산업,29,37.467399,126.933844,원룸저렴한 보증금 월세 풀옵션 주차가능 치안좋은 조용하고 안락한 방,1114,1114,서울,관악구,empty,호암로24가길 53,empty,UNAUTHORIZED_MEMBER
1115,김서준,83,01075261098,M,김현정,01026413898,자녀,070122-2577223,001-305847787725,국민,35,37.465653,126.935091,주택가 위치한 서울대생 추천 조용한 서울대 근처 원룸,1115,1115,서울,관악구,empty,대학14길 64,empty,UNAUTHORIZED_MEMBER
1116,민건우,69,01070291879,M,박도현,01084525089,자녀,050821-2573691,016-442811422281,전북,35,37.46522,126.936319,신림선 서울대벤처타운역 인근 위치한 풀옵션의 깔끔한 원룸입니다.,1116,1116,서울,관악구,empty,대학12길 52,empty,USER
1117,손준서,99,01074801704,M,강성진,01094530162,자녀,660320-1484386,008-884223362612,SC제일,32,37.468515,126.93916,신림선 역세권 화이트 인테리어 깔끔한 풀옵션,1117,1117,서울,관악구,empty,대학7길 25,empty,UNAUTHORIZED_MEMBER
1118,배도윤,81,01069870012,M,최영수,01065010470,자녀,250604-2369285,018-314211345118,수협,20,37.465866,126.936653,최저보증월세공과금완전무료풀옵션조용한가성비원룸,1118,1118,서울,관악구,empty,대학12길 36,empty,USER
1119,박영철,96,01093544618,M,노지혜,01025810700,자녀,710605-2839333,016-926396656801,전북,30,37.468572,126.93503,깔끔하고 이쁜방 풀옵션에 위치까지 좋아요,1119,1119,서울,관악구,empty,신림로21길 42,empty,UNAUTHORIZED_MEMBER
1120,이영자,93,01080190914,F,송영수,01080835050,자녀,250415-1968614,012-321662347683,토스,27,37.467497,126.934464,신림선 역세권 가성비 좋은 풀옵션 원룸,1120,1120,서울,관악구,empty,호암로20길 43,empty,USER
1121,심지원,94,01003790307,F,전영철,01079033582,자녀,650107-2594877,018-023636278273,수협,26,37.464762,126.935351,저렴한 가격으로 즉시입주 도와드립니다,1121,1121,서울,관악구,empty,대학14길 77,empty,UNAUTHORIZED_MEMBER
1122,윤은지,70,01002893529,F,한민석,01024855656,자녀,430608-2913816,003-195439510017,신한,26,37.46872,126.937287,치안센터 근처 위치좋은 원룸입니다,1122,1122,서울,관악구,empty,호암로22길 79,empty,USER
1123,안예준,70,01015475537,M,황현정,01058542640,자녀,080923-2146258,015-006469753742,대구,35,37.465252,126.939148,풀옵션 큰 원룸이에요. 엄청 저렴하고 넓은 방,1123,1123,서울,관악구,empty,신림로11길 120,empty,UNAUTHORIZED_MEMBER
1124,박지혜,94,01026545238,F,오서준,01039517160,자녀,070208-2066864,011-954652908996,산업,40,37.467298,126.939044,"저보증금,올수리 깔끔한 분리형원룸.채광좋고 층수좋음 .각종편의시설근처",1124,1124,서울,관악구,empty,신림로11길 73,empty,USER
1125,허민서,88,01015284970,F,민지현,01074496863,자녀,200710-2567947,016-864059033610,전북,30,37.467537,126.938017,리모델링 완료  분리형 화이트톤 대학동에서 제일 깨끗한 집,1125,1125,서울,관악구,empty,대학7가길 22,empty,USER
1126,김옥자,92,01074906989,F,황영자,01096925156,자녀,890608-2012239,090-809980783394,카카오,34,37.467748,126.933683,원룸이가격의 가성비 원룸 5분 지하철역 1분 편의점 1분 버스정류장,1126,1126,서울,관악구,empty,호암로24가길 46,empty,USER
1127,서지연,93,01017285603,F,최민서,01072755297,자녀,490804-2959962,002-506993724298,우리,31,37.467399,126.933844,원룸모든 조건이 다 있는 풀옵션 주차가능한 원룸 보증금 조절돼요,1127,1127,서울,관악구,empty,호암로24가길 53,empty,USER
1128,허승민,72,01037791230,M,김상호,01001308931,자녀,560121-1434824,003-899193082811,신한,23,37.465653,126.935091,가성비 끝판왕 풀옵션원룸,1128,1128,서울,관악구,empty,대학14길 64,empty,UNAUTHORIZED_MEMBER
1129,김영순,92,01079919536,F,엄우진,01041492567,자녀,440000-2667585,004-370385488597,하나,25,37.46524,126.936661,empty,1129,1129,서울,관악구,empty,대학12길 45,empty,UNAUTHORIZED_MEMBER
1130,박정희,82,01079496059,F,김정숙,01099606086,자녀,620002-2464179,012-816294330776,토스,33,37.465803,126.936858,empty,1130,1130,서울,관악구,empty,대학12길 35,empty,USER
1131,최정숙,79,01031215484,F,박정수,01001187761,자녀,470224-1945470,017-812810765021,광주,32,37.468578,126.942235,셔틀버스 4분 서울대생Pick 화이트톤 깔끔하고 넓은 방,1131,1131,서울,관악구,empty,신림로3가길 45,empty,UNAUTHORIZED_MEMBER
1132,이성진,85,01009962083,M,박준혁,01009410757,자녀,200825-2865056,015-480334393177,대구,30,37.46831,126.93555,풀옵션 끝판왕 서울대벤처역세권,1132,1132,서울,관악구,empty,신림로19길 48,empty,USER
1133,강지아,77,01087831013,F,김병철,01045586126,자녀,130602-2957476,001-204707385171,국민,33,37.46606,126.938551,초깔끔 남녀노소 인기너무좋은 원룸매물쾌적해요,1133,1133,서울,관악구,empty,신림로11길 100,empty,UNAUTHORIZED_MEMBER
1134,김도현,76,01069442711,M,이경자,01096503150,자녀,990108-1885512,002-048674987257,우리,36,37.468189,126.93861,"녹두거리, 풀옵션, 엘리베이터 o",1134,1134,서울,관악구,empty,신림로11길 54,empty,USER
1135,김은경,71,01054545092,F,박민서,01092234675,자녀,010413-1517660,011-538680120299,산업,40,37.467914,126.933193,최저보증월세신림선도보7분넓은원룸초역세권접근성좋은가성비매물,1135,1135,서울,관악구,empty,호암로22가길 25,empty,USER
1136,류지현,83,01030310895,F,황미숙,01047303445,자녀,490107-2247554,015-236830304143,대구,35,37.465468,126.940154,샘말공원 인근 조용한 주택가 원룸,1136,1136,서울,관악구,empty,신림로11길 123,empty,USER
1137,김윤서,90,01041140363,F,박지영,01090101233,자녀,970520-2575882,006-926643573041,기업,32,37.468578,126.942235,대학동 화이트톤 넓은 베란다 있는 원룸,1137,1137,서울,관악구,empty,신림로3가길 45,empty,USER
1138,최도윤,96,01004874075,M,류선영,01070043354,자녀,160100-1445403,016-507236048365,전북,37,37.468251,126.940276,"엘리베이터 있는 풀옵션, 관악산역 도보 6분, 서울대셔틀 인근",1138,1138,서울,관악구,empty,대학7길 42,empty,UNAUTHORIZED_MEMBER
1139,김서준,82,01047218612,M,진수진,01077134248,자녀,750717-1066328,002-168376298956,우리,33,37.468515,126.93916,"깨끗한집서울대앞,가격왕,남향",1139,1139,서울,관악구,empty,대학7길 25,empty,UNAUTHORIZED_MEMBER
1140,송정훈,76,01044308121,M,김지은,01027147520,자녀,740707-1330709,014-782355616327,경남,31,37.468515,126.93916,"남향 채광, 냉장고분리형, 녹두거리, 리모델링.",1140,1140,서울,관악구,empty,대학7길 25,empty,USER
1141,서영식,85,01057109266,M,김지혜,01041682981,자녀,720318-2095340,006-329236229928,기업,23,37.466481,126.935409,저렴하면서 이쁜 풀옵션 원룸,1141,1141,서울,관악구,empty,호암로20길 79,empty,USER
1142,우준영,75,01081246649,M,이미영,01020520390,자녀,350511-2493233,005-994539981372,농협,29,37.468515,126.939285,"깨끗하고예쁜집탑층,남향,가격 좋은 집",1142,1142,서울,관악구,empty,대학7길 29,empty,USER
